,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2021-06-18,11306,366,17822,5874,63093,6724,8270,1679,1141,37555,21292,510,2122,25566,13766,6109,5129,7180,10688,854,9679,17960,20862,7531,7371,9228,1651,2259,5649,1370,26357,4316,53199,13340,1523,20166,7354,2750,27560,2724,9792,2027,12516,51280,2326,256,11342,5810,2863,8259,734
2021-06-19,11306,366,17822,5874,63105,6733,8270,1679,1141,37555,21319,510,2122,25577,13795,6109,5129,7180,10688,854,9684,17960,20862,7536,7371,9230,1651,2259,5649,1370,26357,4316,53199,13340,1523,20166,7354,2750,27560,2724,9792,2027,12516,51304,2326,256,11343,5820,2863,8261,734
2021-06-20,11306,366,17822,5874,63116,6733,8270,1679,1141,37555,21318,510,2122,25588,13795,6112,5129,7180,10688,854,9685,17960,20862,7545,7371,9230,1651,2259,5649,1370,26357,4316,53199,13340,1523,20166,7354,2750,27560,2724,9792,2027,12516,51325,2326,256,11351,5820,2863,8263,734
2021-06-21,11311,366,17843,5876,63121,6737,8269,1683,1141,37555,21318,513,2136,25592,13799,6114,5129,7190,10693,854,9685,17974,20898,7549,7378,9230,1652,2259,5646,1370,26357,4326,53221,13368,1523,20166,7354,2756,27570,2724,9801,2027,12524,51344,2330,256,11360,5838,2863,8263,734
2021-06-22,11311,366,17858,5884,63131,6741,8271,1691,1141,37555,21329,513,2140,25600,13811,6114,5129,7194,10699,854,9692,17975,20912,7550,7390,9248,1655,2259,5653,1371,26357,4330,53226,13368,1526,20213,7354,2757,27604,2726,9804,2027,12534,51363,2333,256,11367,5843,2870,8266,734
2021-06-23,11328,367,17868,5887,63143,6755,8271,1693,1141,37555,21350,513,2140,25608,13816,6117,5139,7196,10709,856,9699,17982,20914,7555,7390,9251,1657,2259,5654,1372,26410,4332,53231,13393,1526,20213,7384,2759,27612,2726,9804,2029,12539,51382,2336,256,11368,5889,2872,8267,740
2021-06-24,11328,367,17875,5890,63149,6766,8274,1693,1141,37555,21367,513,2143,25630,13819,6120,5139,7200,10717,856,9706,17984,20945,7561,7391,9251,1661,2259,5664,1372,26410,4334,53229,13408,1527,20213,7384,2760,27627,2727,9805,2028,12543,51398,2337,256,11378,5898,2876,8267,740
2021-06-25,11336,367,17903,5893,63160,6767,8275,1693,1141,37772,21369,514,2145,25637,13822,6124,5147,7204,10723,858,9709,17985,20959,7572,7395,9254,1662,2259,5667,1374,26410,4335,53238,13415,1527,20281,7384,2761,27636,2728,9819,2030,12543,51417,2351,256,11389,5902,2876,8269,740
2021-06-26,11336,367,17903,5893,63171,6771,8275,1693,1141,37772,21393,514,2145,25650,13822,6125,5147,7204,10723,858,9714,17985,20959,7578,7395,9257,1662,2259,5667,1374,26410,4335,53238,13415,1528,20281,7384,2761,27643,2728,9819,2030,12550,51435,2351,256,11392,5902,2876,8269,740
2021-06-27,11336,367,17903,5893,63186,6771,8275,1693,1141,37772,21393,514,2145,25657,13822,6131,5147,7204,10723,858,9716,17985,20959,7582,7395,9257,1662,2259,5667,1374,26410,4335,53238,13415,1528,20281,7384,2761,27654,2728,9819,2030,12550,51455,2351,256,11396,5902,2876,8272,740
2021-06-28,11338,367,17913,5897,63195,6777,8276,1694,1141,37772,21393,516,2145,25663,13836,6133,5156,7212,10728,858,9717,17990,20964,7587,7401,9257,1662,2259,5670,1374,26410,4336,53265,13420,1528,20281,7384,2763,27657,2728,9814,2030,12557,51481,2365,256,11402,5911,2878,8274,740
2021-06-29,11338,367,17930,5905,63208,6789,8276,1694,1141,37772,21412,516,2149,25665,13844,6133,5156,7217,10732,858,9717,17991,20996,7587,7412,9302,1665,2261,5678,1374,26410,4338,53274,13424,1528,20309,7384,2770,27670,2728,9817,2033,12564,51499,2368,256,11412,5920,2878,8274,747
2021-06-30,11352,370,17936,5909,63217,6795,8278,1694,1141,37913,21423,517,2152,25672,13850,6134,5156,7220,10738,858,9721,17992,20999,7594,7412,9311,1665,2261,5681,1375,26410,4340,53276,13437,1528,20309,7388,2774,27678,2730,9819,2035,12562,51524,2371,256,11415,5930,2891,8276,747
2021-07-01,11352,370,17939,5909,63234,6799,8279,1694,1141,37963,21428,518,2154,25685,13855,6138,5156,7223,10748,859,9727,17995,21013,7599,7415,9315,1666,2261,5692,1375,26410,4343,53286,13434,1528,20309,7388,2778,27687,2730,9826,2038,12568,51538,2375,257,11419,5938,2897,8278,747
2021-07-02,11358,370,17961,5913,63248,6803,8279,1695,1141,37985,21443,518,2158,25696,13863,6140,5159,7229,10757,860,9728,17997,21009,7605,7419,9331,1666,2261,5697,1375,26410,4344,53290,13434,1528,20344,7388,2781,27695,2730,9830,2038,12571,51560,2378,258,11423,5939,2899,8278,747
2021-07-03,11358,370,17961,5913,63260,6815,8279,1695,1141,37996,21443,518,2158,25706,13863,6142,5159,7229,10757,860,9731,17997,21009,7610,7419,9339,1666,2260,5697,1375,26410,4344,53290,13434,1528,20344,7388,2781,27705,2730,9830,2038,12571,51585,2378,258,11423,5939,2899,8280,747
2021-07-04,11358,370,17961,5913,63273,6818,8279,1695,1141,38007,21443,518,2158,25710,13863,6146,5159,7229,10757,860,9732,17997,21009,7610,7419,9340,1666,2260,5697,1375,26410,4344,53290,13434,1528,20344,7388,2781,27707,2730,9830,2038,12571,51601,2378,258,11427,5939,2899,8281,747
2021-07-05,11358,370,17961,5920,63281,6818,8279,1695,1141,38018,21443,518,2158,25710,13863,6146,5159,7229,10757,860,9733,17997,21009,7610,7419,9340,1666,2260,5697,1375,26410,4344,53290,13434,1528,20344,7388,2781,27707,2730,9841,2038,12571,51622,2378,258,11431,5939,2899,8282,747
2021-07-06,11358,370,18000,5926,63294,6818,8279,1695,1141,38033,21457,518,2159,25727,13884,6146,5159,7245,10763,860,9734,18005,21031,7615,7425,9340,1668,2260,5702,1376,26410,4346,53307,13455,1528,20344,7388,2782,27708,2730,9841,2038,12577,51642,2385,258,11434,5960,2901,8285,751
2021-07-07,11387,370,18004,5933,63308,6825,8278,1695,1141,38097,21467,518,2162,25733,13892,6148,5166,7250,10765,861,9740,18008,21031,7615,7436,9375,1671,2262,5705,1377,26457,4347,53312,13460,1528,20366,7406,2788,27718,2730,9843,2039,12583,51665,2387,258,11436,5973,2901,8286,751
2021-07-08,11387,370,18003,5944,63324,6828,8279,1695,1143,38132,21470,519,2163,25748,13909,6149,5166,7253,10771,862,9743,18011,21031,7617,7437,9377,1672,2262,5707,1377,26457,4353,53316,13475,1530,20366,7406,2790,27729,2730,9844,2039,12592,51686,2389,258,11441,5986,2904,8287,751
2021-07-09,11398,372,18009,5948,63339,6838,8279,1695,1143,38157,21486,519,2165,25755,13914,6149,5176,7255,10781,862,9745,18012,21059,7622,7439,9383,1673,2262,5720,1378,26490,4354,53324,13483,1532,20380,7406,2792,27737,2730,9846,2039,12596,51715,2393,258,11448,5997,2908,8288,751
2021-07-10,11402,372,18009,5948,63354,6838,8279,1695,1143,38175,21486,519,2165,25766,13914,6149,5176,7255,10781,862,9746,18012,21059,7622,7439,9387,1673,2262,5720,1378,26490,4354,53324,13483,1532,20380,7406,2792,27745,2730,9846,2039,12596,51731,2393,258,11450,5997,2908,8289,751
2021-07-11,11402,372,18009,5948,63370,6845,8279,1695,1143,38193,21486,519,2165,25778,13914,6149,5176,7255,10781,862,9746,18012,21059,7622,7439,9387,1673,2262,5720,1378,26490,4354,53324,13483,1532,20380,7406,2792,27749,2730,9846,2039,12596,51756,2393,258,11450,5997,2908,8290,751
2021-07-12,11402,374,18035,5948,63383,6854,8279,1695,1144,38211,21499,521,2165,25781,13923,6149,5188,7265,10789,862,9746,18012,21059,7624,7441,9388,1674,2262,5730,1378,26490,4358,53340,13508,1532,20380,7406,2797,27750,2731,9856,2039,12608,51785,2399,258,11450,6000,2911,8290,751
2021-07-13,11402,374,18055,5970,63400,6862,8279,1695,1144,38282,21525,521,2165,25793,13933,6149,5188,7271,10798,862,9750,18012,21092,7627,7451,9440,1676,2262,5731,1384,26490,4359,53344,13503,1532,20411,7406,2800,27759,2731,9856,2039,12608,51812,2402,258,11459,6022,2909,8290,760
2021-07-14,11428,374,18076,5977,63415,6870,8279,1696,1145,38327,21527,521,2169,25803,13938,6149,5196,7276,10808,867,9754,18013,21092,7630,7456,9455,1683,2265,5737,1384,26490,4362,53354,13512,1536,20411,7417,2803,27772,2732,9860,2040,12625,51838,2406,258,11467,6027,2916,8293,760
2021-07-15,11439,374,18083,5981,63428,6873,8282,1696,1145,38829,21546,522,2169,25810,13939,6158,5196,7281,10821,877,9757,18017,21092,7632,7460,9463,1686,2267,5752,1384,26490,4372,53357,13519,1536,20411,7417,2810,27782,2736,9865,2040,12628,51868,2410,258,11471,6036,2917,8295,760
2021-07-16,11442,374,18100,5981,63451,6877,8282,1697,1146,38889,21558,523,2173,25820,13940,6158,5197,7284,10828,878,9761,18020,21109,7635,7465,9470,1691,2270,5758,1384,26490,4379,53359,13523,1536,20437,7417,2817,27786,2736,9862,2040,12628,51904,2413,258,11477,6042,2919,8297,760
2021-07-17,11443,374,18100,5981,63466,6885,8282,1697,1146,38933,21558,523,2173,25833,13940,6158,5197,7284,10828,882,9764,18020,21109,7635,7465,9474,1691,2275,5758,1384,26490,4379,53359,13523,1537,20437,7417,2817,27790,2736,9862,2040,12628,51931,2413,258,11477,6042,2919,8299,760
2021-07-18,11443,374,18100,5981,63486,6885,8282,1697,1146,38985,21558,523,2173,25837,13940,6158,5197,7284,10828,882,9765,18020,21109,7635,7465,9474,1691,2276,5758,1384,26490,4379,53359,13523,1537,20437,7417,2817,27792,2736,9862,2040,12628,51965,2413,258,11477,6042,2919,8299,760
2021-07-19,11443,374,18117,6007,63496,6885,8282,1697,1146,39044,21564,523,2176,25841,13952,6158,5198,7301,10841,882,9765,18024,21109,7638,7468,9474,1692,2277,5761,1385,26490,4383,53375,13535,1537,20437,7417,2826,27795,2737,9857,2040,12639,52003,2416,259,11483,6043,2919,8299,760
2021-07-20,11460,374,18117,6007,63513,6886,8282,1697,1146,39113,21571,523,2177,25844,13958,6158,5198,7304,10861,882,9768,18033,21124,7639,7477,9518,1693,2278,5761,1387,26490,4387,53378,13541,1537,20449,7417,2832,27805,2738,9860,2040,12647,52045,2420,259,11487,6056,2919,8299,766
2021-07-21,11462,375,18127,6007,63535,6895,8282,1697,1146,39198,21593,524,2179,25854,13964,6158,5218,7306,10874,887,9774,18034,21124,7644,7485,9526,1694,2281,5789,1387,26490,4392,53385,13550,1538,20449,7454,2833,27813,2738,9870,2041,12651,52090,2424,259,11491,6063,2920,8299,766
2021-07-22,11468,375,18137,6035,63555,6901,8286,1697,1146,39254,21605,527,2180,25859,13963,6158,5218,7308,10889,891,9780,18041,21124,7648,7494,9534,1695,2285,5797,1388,26490,4394,53395,13562,1538,20449,7454,2834,27819,2739,9876,2041,12666,52128,2425,259,11493,6063,2934,8299,766
2021-07-23,11472,377,18144,6041,63579,6910,8286,1698,1146,39339,21614,527,2183,25867,13965,6158,5239,7312,10900,891,9783,18046,21146,7650,7502,9549,1695,2284,5817,1388,26545,4397,53401,13570,1538,20467,7454,2836,27820,2739,9878,2041,12673,52184,2425,259,11500,6078,2936,8300,766
2021-07-24,11483,377,18144,6041,63610,6910,8286,1698,1146,39412,21614,527,2183,25870,13965,6158,5239,7312,10900,897,9787,18046,21146,7650,7502,9557,1695,2284,5817,1388,26545,4397,53401,13570,1538,20467,7454,2836,27823,2739,9878,2041,12673,52232,2425,259,11500,6078,2936,8303,766
2021-07-25,11483,377,18144,6041,63631,6910,8286,1698,1146,39501,21614,527,2183,25874,13965,6158,5239,7312,10900,897,9787,18046,21146,7650,7502,9557,1695,2284,5817,1388,26545,4397,53401,13570,1538,20467,7454,2836,27827,2739,9878,2041,12673,52281,2425,259,11500,6078,2936,8303,766
2021-07-26,11483,377,18171,6077,63656,6924,8288,1698,1146,39592,21628,529,2188,25881,13965,6158,5243,7319,10914,897,9788,18053,21146,7653,7508,9558,1695,2284,5837,1388,26545,4400,53419,13580,1538,20467,7454,2838,27827,2739,9882,2041,12690,52335,2434,259,11506,6089,2936,8306,766
2021-07-27,11492,377,18183,6087,63679,6924,8288,1698,1146,39707,21644,529,2189,25886,13980,6158,5243,7323,10934,898,9792,18065,21165,7656,7523,9622,1699,2284,5854,1389,26579,4402,53423,13590,1538,20490,7454,2843,27831,2739,9883,2041,12710,52401,2441,259,11515,6089,2936,8310,766
2021-07-28,11510,379,18185,6099,63707,6922,8288,1698,1146,39814,21654,532,2190,25893,13993,6170,5247,7325,10948,899,9793,18071,21165,7660,7529,9638,1704,2284,5874,1389,26579,4407,53433,13606,1538,20490,7485,2849,27838,2739,9894,2043,12722,52463,2447,259,11522,6100,2939,8311,776
2021-07-29,11510,379,18200,6110,63728,6935,8293,1700,1146,39915,21665,534,2195,25908,13999,6170,5247,7327,10968,899,9795,18079,21165,7663,7533,9642,1704,2280,5900,1390,26579,4408,53436,13618,1538,20490,7485,2855,27842,2739,9904,2043,12730,52532,2450,259,11525,6119,2944,8313,776
2021-07-30,11510,382,18224,6123,63751,6945,8293,1700,1149,40039,21676,537,2197,25916,14005,6170,5255,7334,10999,899,9797,18082,21188,7668,7543,9650,1704,2280,5912,1390,26579,4410,53442,13635,1539,20492,7485,2858,27850,2740,9904,2043,12732,52597,2451,260,11532,6122,2946,8314,776
2021-07-31,11542,382,18224,6123,63769,6945,8293,1700,1149,40168,21676,537,2197,25924,14005,6170,5255,7334,10999,900,9802,18082,21188,7668,7543,9667,1704,2280,5912,1390,26579,4410,53442,13635,1539,20492,7485,2858,27850,2740,9904,2043,12732,52672,2451,260,11532,6122,2946,8314,776
2021-08-01,11542,382,18224,6123,63805,6945,8293,1700,1149,40294,21676,537,2197,25928,14005,6170,5255,7334,10999,900,9805,18082,21188,7668,7543,9667,1704,2280,5912,1390,26579,4410,53442,13635,1539,20492,7485,2858,27855,2740,9904,2043,12732,52759,2451,260,11532,6122,2946,8317,776
2021-08-02,11542,382,18252,6123,63828,6956,8293,1833,1149,40441,21698,537,2203,25929,14012,6170,5255,7348,11026,900,9805,18084,21188,7674,7556,9667,1708,2280,5918,1390,26579,4414,53464,13688,1539,20492,7485,2863,27857,2740,9915,2043,12758,52851,2466,260,11534,6122,2949,8321,776
2021-08-03,11542,382,18282,6215,63867,6956,8292,1833,1149,40602,21723,538,2209,25940,14025,6170,5255,7352,11085,900,9810,18084,21216,7678,7590,9755,1716,2280,5929,1391,26606,4415,53472,13700,1540,20530,7485,2872,27868,2740,9917,2043,12774,52930,2471,260,11536,6136,2954,8323,786
2021-08-04,11561,382,18289,6230,63900,6963,8292,1833,1149,40773,21735,538,2210,25960,14039,6193,5286,7362,11129,900,9814,18086,21216,7683,7597,9777,1718,2281,5953,1392,26606,4416,53479,13700,1541,20530,7531,2877,27883,2743,9930,2050,12783,53035,2479,260,11541,6145,2956,8325,786
2021-08-05,11574,390,18300,6247,63926,6970,8296,1833,1149,40958,21767,538,2210,25974,14045,6193,5286,7366,11162,900,9820,18093,21216,7688,7613,9798,1720,2285,5979,1392,26606,4419,53496,13724,1541,20530,7531,2885,27890,2743,9939,2050,12798,53140,2486,260,11546,6155,2961,8327,786
2021-08-06,11600,390,18342,6269,63945,6970,8296,1833,1149,41145,21802,540,2210,25992,14054,6193,5299,7372,11210,900,9826,18095,21221,7694,7621,9819,1722,2290,6005,1392,26606,4425,53502,13736,1542,20556,7531,2889,27898,2743,9950,2050,12827,53276,2494,260,11558,6168,2965,8329,786
2021-08-07,11600,390,18342,6269,63975,6970,8296,1833,1149,41329,21802,540,2210,26005,14054,6193,5299,7372,11210,901,9829,18095,21221,7694,7621,9827,1722,2290,6005,1392,26606,4425,53502,13736,1542,20556,7531,2889,27902,2743,9950,2050,12827,53419,2494,260,11558,6168,2965,8336,786
2021-08-08,11600,390,18342,6269,64004,6970,8296,1833,1149,41487,21802,540,2210,26016,14054,6193,5299,7372,11210,901,9830,18095,21221,7694,7621,9828,1722,2290,6005,1392,26606,4425,53502,13736,1542,20556,7531,2889,27902,2743,9950,2050,12827,53575,2494,260,11558,6168,2965,8340,786
2021-08-09,11625,391,18388,6322,64041,6998,8296,1835,1149,41676,21831,543,2210,26023,14064,6193,5322,7387,11260,901,9830,18098,21228,7698,7649,9828,1723,2287,6040,1392,26606,4425,53531,13759,1542,20556,7531,2903,27903,2743,9981,2050,12844,53744,2503,262,11571,6177,2972,8347,786
2021-08-10,11648,392,18400,6346,64075,6998,8297,1836,1149,41845,21862,543,2226,26034,14091,6193,5322,7394,11353,901,9838,18112,21228,7705,7685,9970,1726,2285,6080,1394,26606,4430,53539,13768,1542,20580,7588,2912,27914,2744,9992,2050,12885,53908,2511,263,11578,6187,2972,8354,793
2021-08-11,11689,392,18406,6366,64102,7013,8297,1836,1149,42008,21894,545,2236,26048,14110,6193,5357,7408,11408,901,9842,18121,21252,7715,7710,9982,1726,2285,6096,1396,26606,4437,53576,13790,1543,20580,7594,2920,27925,2744,10007,2051,12892,54085,2518,263,11581,6204,2974,8358,793
2021-08-12,11724,392,18412,6396,64122,7023,8307,1837,1150,42140,21929,546,2236,26074,14116,6210,5357,7414,11462,903,9848,18131,21252,7723,7730,10002,1729,2285,6120,1397,26606,4441,53576,13806,1545,20580,7594,2928,27941,2744,10019,2051,12912,54264,2521,264,11583,6215,2974,8364,793
2021-08-13,11765,392,18435,6432,64145,7032,8307,1837,1150,42239,21978,547,2245,26092,14128,6210,5385,7426,11519,904,9852,18142,21284,7729,7761,10007,1730,2285,6160,1398,26606,4446,53622,13826,1545,20614,7594,2935,27957,2744,10039,2051,12941,54459,2525,264,11599,6239,2976,8366,793
2021-08-14,11765,392,18435,6432,64168,7032,8307,1837,1150,42352,21978,547,2245,26108,14128,6210,5385,7426,11519,904,9860,18142,21284,7729,7761,10027,1730,2285,6160,1398,26606,4446,53622,13826,1545,20614,7594,2935,27966,2744,10039,2051,12941,54683,2525,264,11599,6239,2976,8368,793
2021-08-15,11765,392,18435,6432,64185,7032,8307,1837,1150,42453,21978,547,2245,26118,14128,6210,5385,7426,11519,904,9861,18142,21284,7729,7761,10028,1730,2285,6160,1398,26606,4446,53622,13826,1545,20614,7594,2935,27966,2744,10039,2051,12941,54890,2525,264,11599,6239,2976,8378,793
2021-08-16,11799,392,18464,6498,64198,7041,8307,1838,1150,42525,22014,552,2251,26122,14144,6210,5394,7451,11584,904,9863,18147,21304,7734,7813,10028,1736,2302,6190,1398,26606,4451,53664,13880,1545,20614,7594,2949,27966,2747,10108,2051,12986,55126,2537,264,11618,6248,2978,8382,793
2021-08-17,11832,392,18467,6539,64222,7047,8304,1840,1151,42591,22060,552,2258,26143,14173,6210,5394,7459,11706,907,9869,18154,21304,7737,7880,10152,1743,2302,6223,1399,26606,4455,53687,13895,1548,20648,7594,2964,27993,2747,10115,2051,13018,55364,2537,264,11625,6269,2990,8389,809
2021-08-18,11872,393,18504,6565,64327,7055,8307,1849,1151,42650,22103,554,2280,26182,14198,6210,5456,7468,11793,909,9874,18164,21353,7742,7916,10161,1749,2302,6248,1399,26606,4459,53704,13952,1548,20648,7676,2975,28018,2748,10140,2056,13045,55627,2549,267,11632,6297,2999,8400,809
2021-08-19,11914,393,18508,6581,64330,7056,8330,1851,1155,42697,22151,558,2281,26197,14214,6226,5456,7477,11851,921,9882,18168,21353,7750,7937,10168,1752,2302,6259,1400,26606,4463,53728,14005,1549,20648,7676,2994,28040,2752,10182,2056,13096,55868,2563,268,11638,6330,3000,8405,809
2021-08-20,11942,393,18508,6614,64330,7067,8337,1851,1155,42711,22199,562,2283,26223,14228,6226,5494,7517,11918,922,9888,18174,21393,7760,7991,10185,1755,2302,6280,1400,26606,4472,53744,14059,1550,20689,7676,3012,28059,2752,10213,2056,13142,56120,2572,270,11638,6330,3008,8407,809
2021-08-21,11942,392,18508,6614,64507,7067,8337,1851,1155,42715,22199,562,2283,26245,14228,6226,5494,7517,11918,924,9905,18174,21393,7760,7991,10202,1755,2302,6280,1400,26606,4472,53744,14059,1551,20689,7676,3012,28075,2753,10213,2056,13142,56394,2572,270,11638,6330,3008,8410,809
2021-08-22,11942,404,18508,6614,64523,7067,8337,1851,1155,42716,22199,562,2283,26266,14228,6226,5494,7517,11918,924,9906,18174,21393,7760,7991,10205,1755,2308,6280,1400,26606,4472,53744,14059,1551,20689,7676,3012,28076,2757,10213,2056,13142,56672,2572,270,11638,6356,3008,8418,809
2021-08-23,12000,412,18600,6704,64620,7078,8335,1854,1155,42722,22263,564,2288,26275,14263,6226,5498,7558,11977,924,9908,18178,21405,7767,8047,10206,1760,2312,6306,1405,26606,4481,53822,14120,1551,20689,7676,3036,28076,2757,10314,2056,13204,56961,2584,270,11675,6383,3016,8424,809
2021-08-24,12000,426,18600,6749,64738,7084,8335,1857,1155,43624,22309,565,2308,26291,14320,6226,5498,7575,12116,924,9918,18194,21405,7775,8158,10376,1768,2314,6352,1408,26606,4483,53840,14152,1551,20729,7676,3066,28098,2759,10324,2056,13235,57249,2593,270,11693,6417,3017,8427,835
2021-08-25,12000,426,18600,6774,64935,7088,8335,1869,1155,43632,22400,573,2316,26334,14340,6226,5536,7640,12226,926,9924,18199,21446,7782,8180,10397,1773,2316,6376,1411,26606,4488,53861,14212,1555,20729,7812,3086,28131,2760,10357,2059,13235,57535,2605,271,11715,6448,3034,8429,835
2021-08-26,12103,426,18661,6806,64954,7095,8355,1869,1158,43640,22492,573,2319,26401,14352,6268,5536,7667,12298,926,9929,18212,21446,7793,8214,10409,1781,2315,6398,1413,26606,4497,53894,14272,1556,20729,7812,3095,28158,2762,10413,2059,13304,57830,2615,273,11729,6471,3049,8429,835
2021-08-27,12153,426,18724,6836,64960,7111,8358,1875,1159,43979,22553,582,2327,26420,14373,6268,5547,7685,12359,928,9938,18219,21520,7799,8279,10435,1783,2315,6433,1418,26606,4505,53924,14319,1560,20799,7812,3115,28180,2762,10452,2059,13345,58125,2623,275,11769,6507,3054,8429,835
2021-08-28,12153,426,18724,6836,65096,7111,8358,1875,1159,44553,22553,582,2327,26451,14373,6268,5547,7685,12359,930,9946,18219,21520,7799,8279,10449,1783,2319,6433,1418,26606,4505,53924,14319,1560,20799,7812,3115,28208,2764,10452,2059,13345,58438,2623,275,11769,6507,3054,8445,835
2021-08-29,12153,430,18724,6836,65109,7111,8358,1875,1159,44553,22553,582,2327,26468,14373,6268,5547,7685,12359,930,9948,18219,21520,7799,8279,10453,1783,2321,6433,1418,26606,4505,53924,14319,1560,20799,7812,3115,28213,2766,10452,2059,13345,58707,2623,275,11769,6507,3054,8461,835
2021-08-30,12222,434,18787,6912,65237,7129,8358,1877,1159,44561,22641,589,2331,26472,14419,6268,5557,7741,12359,930,9948,18229,21547,7805,8361,10453,1787,2322,6479,1419,26606,4512,54007,14412,1560,20799,7812,3155,28214,2769,10562,2059,13345,59021,2628,275,11810,6534,3073,8493,835
2021-08-31,12283,434,18786,6934,65378,7142,8358,1880,1160,45898,22740,589,2363,26500,14491,6268,5557,7764,12359,932,9959,18246,21547,7811,8409,10589,1800,2322,6510,1420,26606,4518,54030,14468,1560,20866,7812,3197,28235,2770,10598,2059,13486,59312,2634,276,11842,6574,3083,8505,858
2021-09-01,12291,434,18853,6969,65508,7151,8358,1887,1161,45909,22870,602,2371,26535,14520,6268,5581,7776,12582,934,9978,18257,21616,7817,8490,10622,1803,2339,6539,1423,26606,4529,54059,14529,1561,20866,8001,3221,28235,2772,10684,2069,13518,59648,2640,277,11861,6611,3106,8512,858
2021-09-02,12330,434,18879,7003,65514,7170,8394,1888,1161,45909,23006,606,2379,26572,14545,6307,5581,7821,12656,937,9992,18272,21616,7839,8507,10632,1807,2347,6565,1424,26606,4544,54105,14625,1561,20866,8001,3248,28325,2772,10743,2069,13554,59949,2652,279,11879,6643,3117,8519,858
2021-09-03,12394,434,18959,7022,65514,7194,8394,1888,1162,46324,23120,613,2379,26614,14570,6307,5630,7845,12707,940,10001,18286,21672,7844,8540,10651,1811,2347,6583,1429,26606,4552,54129,14708,1562,20947,8001,3272,28352,2772,10781,2069,13630,60247,2658,280,11899,6691,3117,8521,858
2021-09-04,12394,434,18959,7022,65514,7194,8394,1888,1162,46324,23120,613,2379,26644,14570,6307,5630,7845,12707,940,10015,18286,21672,7844,8540,10654,1811,2347,6583,1429,26606,4552,54129,14708,1564,20947,8001,3272,28380,2772,10781,2069,13630,60538,2658,281,11899,6691,3117,8521,858
2021-09-05,12394,435,18959,7022,65846,7194,8394,1888,1162,46973,23120,613,2379,26670,14570,6307,5630,7845,12707,940,10017,18286,21672,7844,8540,10654,1811,2347,6583,1429,26606,4552,54129,14708,1564,20947,8001,3272,28395,2773,10781,2069,13630,60782,2658,282,11899,6691,3117,8536,858
2021-09-06,12394,440,18959,7022,65872,7194,8394,1888,1162,46973,23120,613,2379,26685,14570,6307,5630,7845,12707,940,10022,18286,21672,7844,8648,10655,1811,2348,6583,1429,26606,4552,54129,14708,1564,20947,8001,3272,28398,2776,10945,2069,13630,61072,2658,282,11929,6691,3117,8555,858
2021-09-07,12420,440,19053,7108,66070,7226,8395,1891,1163,48264,23342,626,2411,26696,14623,6307,5630,7905,12779,940,10027,18298,21704,7856,8685,10660,1814,2353,6604,1433,26606,4562,54267,14831,1564,21020,8001,3326,28408,2778,10972,2069,13721,61342,2685,282,11947,6745,3151,8584,879
2021-09-08,12488,442,19079,7142,66227,7242,8415,1894,1163,48273,23392,626,2426,26768,14709,6337,5693,7935,12915,946,10047,18314,21758,7865,8787,10814,1828,2353,6637,1434,26606,4577,54287,14894,1567,21020,8208,3373,28446,2786,10996,2077,13804,61608,2693,282,11977,6791,3169,8606,879
2021-09-09,12552,442,19141,7169,66232,7254,8416,1900,1164,48276,23585,633,2426,26792,14759,6337,5693,7971,12992,951,10074,18332,21758,7874,8870,10841,1830,2354,6681,1439,26606,4585,54330,15004,1567,21020,8208,3394,28498,2787,11050,2077,13879,61888,2703,283,11977,6850,3189,8610,879
2021-09-10,12605,442,19147,7199,66232,7274,8424,1900,1165,48772,23741,641,2460,26845,14783,6337,5766,8003,13056,959,10086,18349,21821,7892,8905,10861,1834,2354,6702,1444,26606,4605,54361,15075,1571,21154,8208,3412,28535,2787,11149,2077,13890,62221,2724,284,12036,6918,3207,8613,879
2021-09-11,12605,443,19147,7199,66526,7274,8424,1900,1165,49251,23741,641,2460,26924,14783,6337,5766,8003,13056,961,10095,18349,21821,7892,8905,10874,1834,2356,6702,1444,26606,4605,54361,15075,1571,21154,8208,3412,28566,2793,11149,2077,13890,62495,2724,287,12036,6918,3207,8613,879
2021-09-12,12605,449,19147,7199,66619,7274,8424,1900,1165,49251,23741,641,2460,26962,14783,6337,5766,8003,13056,961,10103,18349,21821,7892,8905,10876,1834,2356,6702,1444,26606,4605,54361,15075,1573,21154,8208,3412,28566,2799,11149,2077,13890,62729,2724,287,12036,6918,3207,8643,879
2021-09-13,12678,451,19187,7298,66802,7302,8424,1900,1165,49254,23900,660,2485,26969,14848,6337,5773,8071,13056,961,10107,18368,21854,7903,8976,10876,1842,2362,6728,1446,26606,4619,54456,15247,1573,21154,8208,3446,28568,2802,11306,2077,14010,62998,2740,288,12089,6981,3238,8659,879
2021-09-14,12718,451,19394,7334,66987,7320,8446,1902,1167,50806,24028,660,2505,27008,14940,6337,5773,8095,13056,969,10130,18392,21854,7915,9061,11010,1847,2365,6763,1451,26606,4631,54496,15305,1573,21154,8208,3490,28651,2808,11349,2077,14137,63269,2753,291,12118,7037,3261,8678,879
